fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T10:53:57.126809900Z,2021-10-06T10:53:58.612413800Z,"{message:There was a problem at line 5\n,details:This may be due to the following reason:\n\n    Unable to find any open session 'default'\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T10:53:38.281728800Z,2021-10-06T10:53:39.676833800Z,"{message:There was a problem at line 5\n,details:This may be due to the following reason:\n\n    Unable to find any open session 'default'\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T10:57:10.333048800Z,2021-09-29T10:57:33.377554300Z,"{message:There was a problem at line 5\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
1522,DESKTOP-56OTK9I,2021-10-05T09:19:28.754991100Z,2021-10-05T09:19:49.288693100Z,"{message:There was a problem at line 5\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. TEXTBOX is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:08:43.844786500Z,2021-10-01T10:09:30.665017600Z,"{message:There was a problem at line 52\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:37:05.322875700Z,2021-11-01T06:37:08.838312100Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI http://localhost:9200/aa-api due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T13:15:15.099447600Z,2021-10-19T13:15:18.916818600Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T13:10:34.573984100Z,2021-10-19T13:10:37.994668500Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T13:09:58.418739300Z,2021-10-19T13:10:02.392434400Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:37:25.162288900Z,2021-11-01T06:37:28.548489300Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    405 Method Not Allowed. Method specified is not allowed in the request for URI http://localhost:9200/aa-api/doc\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:36:42.006272100Z,2021-11-01T06:36:45.166958800Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    405 Method Not Allowed. Method specified is not allowed in the request for URI http://localhost:9200/aa-api/doc\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-20T06:04:47.100Z,2021-10-20T06:05:15.279697400Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T10:44:37.445731300Z,2021-09-28T10:44:42.053406400Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
activityTest,DESKTOP-J077TEN,2021-11-08T07:05:49.181153700Z,2021-11-08T07:05:52.251748400Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-08T07:03:20.150579Z,2021-11-08T07:03:23.424937800Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-08T07:02:31.767326300Z,2021-11-08T07:02:34.583580600Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:22:18.078874800Z,2021-11-01T06:22:21.040884100Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:21:24.085067200Z,2021-11-01T06:21:27.340352900Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:17:02.098967400Z,2021-11-01T06:17:05.505589200Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T06:11:04.600315500Z,2021-11-01T06:11:08.588849500Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T05:35:02.153430Z,2021-11-01T05:35:05.485296400Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-11-01T05:32:28.680404500Z,2021-11-01T05:32:31.571084500Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-10-29T11:43:46.254559100Z,2021-10-29T11:43:48.161433800Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
activityTest,DESKTOP-J077TEN,2021-10-29T11:43:10.355012Z,2021-10-29T11:43:12.509115300Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Permission denied: connect\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Permission Issue,Get the required permissions and reran the bot,Application exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T10:57:26.781104100Z,2021-10-06T10:57:30.142438300Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Unable to append sheet(s) in the active session. Close the ExcelSession41 session and try again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T10:57:04.755220400Z,2021-10-06T10:57:06.274527300Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Unable to append sheet(s) in the active session. Close the ExcelSession63 session and try again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T11:04:10.115606200Z,2021-10-06T11:04:12.642626800Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Unable to create worksheet with 'sheet2' name in 'excel-advance-commands.xlsx' because the worksheet already exists\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
1522,DESKTOP-56OTK9I,2021-10-05T09:25:52.278287800Z,2021-10-05T09:26:17.144573600Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:07:47.285522400Z,2021-10-04T07:08:08.343012100Z,"{message:There was a problem at line 6\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
activityTest,DESKTOP-J077TEN,2021-11-08T12:48:48.590560200Z,2021-11-08T12:50:40.278548300Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    !java.io.FileNotFoundException: C:\\Users\\a783791\\AA_botdata\\activity.csv (The process cannot access the file because it is being used by another process)!\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T11:56:26.720811700Z,2021-10-19T11:56:31.554309700Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T11:55:36.788587700Z,2021-10-19T11:55:41.889870700Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-19T11:55:11.039456400Z,2021-10-19T11:55:16.259226900Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:33:20.191407200Z,2021-10-04T07:33:20.745569900Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:32:51.450750800Z,2021-10-01T09:32:52.414924500Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-29T05:44:30.732802700Z,2021-09-29T05:44:33.750928400Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
date-time,DESKTOP-56OTK9I,2021-10-11T11:17:50.263705Z,2021-10-11T11:17:51.283913600Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    An exception occurred while parsing the date time.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
date-time,DESKTOP-56OTK9I,2021-10-11T11:17:22.899015800Z,2021-10-11T11:17:28.488751Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    An exception occurred while parsing the date time.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T05:00:51.173507200Z,2021-10-04T05:01:23.230546Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T04:58:35.540423900Z,2021-10-04T04:59:08.167627900Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T11:34:52.830558Z,2021-09-28T11:34:57.422353100Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T11:26:12.175460300Z,2021-09-28T11:26:14.694357400Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T10:53:37.153968Z,2021-09-28T10:53:41.252970900Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T11:05:19.920387Z,2021-10-06T11:05:21.335099200Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to create file excel-advance-cmds.xlsx because it already exists at C:\\Users\\a821772\\Documents.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T11:04:30.472685100Z,2021-10-06T11:04:32.592691700Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to create file excel-advance-commands.xlsx because it already exists at C:\\Users\\a821772\\Documents.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
excel-advance-commands,DESKTOP-56OTK9I,2021-10-06T11:05:04.408207100Z,2021-10-06T11:05:06.424968900Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to create session ''Default'' as it already exists.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
1522,DESKTOP-56OTK9I,2021-10-05T09:10:33.480975500Z,2021-10-05T09:11:13.662464800Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T09:47:03.038536600Z,2021-10-04T09:47:23.803050800Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T09:45:53.418529Z,2021-10-04T09:46:13.796725400Z,"{message:There was a problem at line 7\n,details:This may be due to the following reason:\n\n    Unable to perform LEFTCLICK action. BUTTON is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-10-13T07:07:23.740377900Z,2021-10-13T07:07:26.821659200Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    404 Not Found. Could not find resource specified in the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com//v1/devices/list\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:03:25.525797Z,2021-09-29T09:03:28.947661100Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
date-time,DESKTOP-56OTK9I,2021-10-11T11:22:06.220587Z,2021-10-11T11:22:08.089090700Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    An exception occurred while parsing the date time.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:35:10.554846600Z,2021-10-04T07:35:42.546658900Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:31:38.377534700Z,2021-10-04T07:32:10.661378Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:23:54.002957800Z,2021-10-04T07:24:25.304328200Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:22:04.469716600Z,2021-10-04T07:22:36.426775400Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:28:31.245181600Z,2021-10-04T07:28:48.728461900Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Unable to perform APPENDTEXT action. CLIENT is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:30:32.932963800Z,2021-10-04T07:30:50.687533200Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. CLIENT is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:29:17.822618Z,2021-10-04T07:29:35.660617Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. CLIENT is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:27:19.377561700Z,2021-10-04T07:27:36.849148600Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. CLIENT is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
